PID, STATE, MODE, START TIME, END TIME, PROGRAM
001, READY, N/A, 0000000004, 0000000036, workload/l9A.prog
001, RUNNING, USER, 0000000036, 0000000074, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000000074, 0000000078, workload/l9A.prog
001, READY, N/A, 0000000078, 0000000330, workload/l9A.prog
001, RUNNING, USER, 0000000330, 0000000350, workload/l9A.prog
001, READY, N/A, 0000000350, 0000000354, workload/l9A.prog
001, RUNNING, USER, 0000000354, 0000000372, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000000372, 0000000376, workload/l9A.prog
001, READY, N/A, 0000000376, 0000001326, workload/l9A.prog
001, RUNNING, USER, 0000001326, 0000001333, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000001333, 0000001337, workload/l9A.prog
001, WAITING, N/A, 0000001337, 0000001435, workload/l9A.prog
001, READY, N/A, 0000001435, 0000002604, workload/l9A.prog
001, RUNNING, USER, 0000002604, 0000002629, workload/l9A.prog
001, READY, N/A, 0000002629, 0000002633, workload/l9A.prog
001, RUNNING, USER, 0000002633, 0000002654, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000002654, 0000002658, workload/l9A.prog
001, READY, N/A, 0000002658, 0000003884, workload/l9A.prog
001, RUNNING, USER, 0000003884, 0000003934, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000003934, 0000003938, workload/l9A.prog
001, READY, N/A, 0000003938, 0000005095, workload/l9A.prog
001, RUNNING, USER, 0000005095, 0000005104, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000005104, 0000005108, workload/l9A.prog
001, WAITING, N/A, 0000005108, 0000005206, workload/l9A.prog
001, READY, N/A, 0000005206, 0000006358, workload/l9A.prog
001, RUNNING, USER, 0000006358, 0000006398, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000006398, 0000006402, workload/l9A.prog
001, WAITING, N/A, 0000006402, 0000006437, workload/l9A.prog
001, READY, N/A, 0000006437, 0000007578, workload/l9A.prog
001, RUNNING, USER, 0000007578, 0000007609, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000007609, 0000007613, workload/l9A.prog
001, WAITING, N/A, 0000007613, 0000007645, workload/l9A.prog
001, READY, N/A, 0000007645, 0000008827, workload/l9A.prog
001, RUNNING, USER, 0000008827, 0000008877, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000008877, 0000008881, workload/l9A.prog
001, READY, N/A, 0000008881, 0000009992, workload/l9A.prog
001, RUNNING, USER, 0000009992, 0000010035, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000010035, 0000010039, workload/l9A.prog
