PID, STATE, MODE, START TIME, END TIME, PROGRAM
001, READY, N/A, 0000000004, 0000000031, workload/l9A.prog
001, RUNNING, USER, 0000000031, 0000000100, workload/l9A.prog
001, READY, N/A, 0000000100, 0000000104, workload/l9A.prog
001, RUNNING, USER, 0000000104, 0000000118, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000000118, 0000000122, workload/l9A.prog
001, WAITING, N/A, 0000000122, 0000000203, workload/l9A.prog
001, READY, N/A, 0000000203, 0000001574, workload/l9A.prog
001, RUNNING, USER, 0000001574, 0000001638, workload/l9A.prog
001, READY, N/A, 0000001638, 0000001642, workload/l9A.prog
001, RUNNING, USER, 0000001642, 0000001683, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000001683, 0000001687, workload/l9A.prog
001, WAITING, N/A, 0000001687, 0000001764, workload/l9A.prog
001, READY, N/A, 0000001764, 0000005700, workload/l9A.prog
001, RUNNING, USER, 0000005700, 0000005740, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000005740, 0000005744, workload/l9A.prog
001, WAITING, N/A, 0000005744, 0000005787, workload/l9A.prog
001, READY, N/A, 0000005787, 0000009117, workload/l9A.prog
001, RUNNING, USER, 0000009117, 0000009143, workload/l9A.prog
001, READY, N/A, 0000009143, 0000009147, workload/l9A.prog
001, RUNNING, USER, 0000009147, 0000009152, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000009152, 0000009156, workload/l9A.prog
001, WAITING, N/A, 0000009156, 0000009188, workload/l9A.prog
001, READY, N/A, 0000009188, 0000012286, workload/l9A.prog
001, RUNNING, USER, 0000012286, 0000012348, workload/l9A.prog
001, READY, N/A, 0000012348, 0000012352, workload/l9A.prog
001, RUNNING, USER, 0000012352, 0000012383, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000012383, 0000012387, workload/l9A.prog
001, WAITING, N/A, 0000012387, 0000012429, workload/l9A.prog
001, READY, N/A, 0000012429, 0000016307, workload/l9A.prog
001, RUNNING, USER, 0000016307, 0000016342, workload/l9A.prog
001, READY, N/A, 0000016342, 0000016346, workload/l9A.prog
001, RUNNING, USER, 0000016346, 0000016488, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000016488, 0000016492, workload/l9A.prog
001, WAITING, N/A, 0000016492, 0000016526, workload/l9A.prog
001, READY, N/A, 0000016526, 0000019931, workload/l9A.prog
001, RUNNING, USER, 0000019931, 0000019969, workload/l9A.prog
001, READY, N/A, 0000019969, 0000019973, workload/l9A.prog
001, RUNNING, USER, 0000019973, 0000020004, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000020004, 0000020008, workload/l9A.prog
001, WAITING, N/A, 0000020008, 0000020036, workload/l9A.prog
001, READY, N/A, 0000020036, 0000023913, workload/l9A.prog
001, RUNNING, USER, 0000023913, 0000023923, workload/l9A.prog
001, READY, N/A, 0000023923, 0000023927, workload/l9A.prog
001, RUNNING, USER, 0000023927, 0000023968, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000023968, 0000023972, workload/l9A.prog
001, WAITING, N/A, 0000023972, 0000024053, workload/l9A.prog
001, READY, N/A, 0000024053, 0000027800, workload/l9A.prog
001, RUNNING, USER, 0000027800, 0000027810, workload/l9A.prog
001, READY, N/A, 0000027810, 0000027814, workload/l9A.prog
001, RUNNING, USER, 0000027814, 0000027950, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000027950, 0000027954, workload/l9A.prog
001, WAITING, N/A, 0000027954, 0000028024, workload/l9A.prog
001, READY, N/A, 0000028024, 0000032275, workload/l9A.prog
001, RUNNING, USER, 0000032275, 0000032295, workload/l9A.prog
001, READY, N/A, 0000032295, 0000032299, workload/l9A.prog
001, RUNNING, USER, 0000032299, 0000032315, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000032315, 0000032319, workload/l9A.prog
001, WAITING, N/A, 0000032319, 0000032413, workload/l9A.prog
001, READY, N/A, 0000032413, 0000037051, workload/l9A.prog
001, RUNNING, USER, 0000037051, 0000037096, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000037096, 0000037100, workload/l9A.prog
001, WAITING, N/A, 0000037100, 0000037164, workload/l9A.prog
001, READY, N/A, 0000037164, 0000041324, workload/l9A.prog
001, RUNNING, USER, 0000041324, 0000041351, workload/l9A.prog
001, READY, N/A, 0000041351, 0000041355, workload/l9A.prog
001, RUNNING, USER, 0000041355, 0000041366, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000041366, 0000041370, workload/l9A.prog
001, WAITING, N/A, 0000041370, 0000041414, workload/l9A.prog
001, READY, N/A, 0000041414, 0000044321, workload/l9A.prog
001, RUNNING, USER, 0000044321, 0000044353, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000044353, 0000044357, workload/l9A.prog
001, WAITING, N/A, 0000044357, 0000044411, workload/l9A.prog
001, READY, N/A, 0000044411, 0000048273, workload/l9A.prog
001, RUNNING, USER, 0000048273, 0000048285, workload/l9A.prog
001, READY, N/A, 0000048285, 0000048289, workload/l9A.prog
001, RUNNING, USER, 0000048289, 0000048310, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000048310, 0000048314, workload/l9A.prog
001, WAITING, N/A, 0000048314, 0000048357, workload/l9A.prog
001, READY, N/A, 0000048357, 0000052757, workload/l9A.prog
001, RUNNING, USER, 0000052757, 0000052819, workload/l9A.prog
001, READY, N/A, 0000052819, 0000052823, workload/l9A.prog
001, RUNNING, USER, 0000052823, 0000052833, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000052833, 0000052837, workload/l9A.prog
001, WAITING, N/A, 0000052837, 0000052921, workload/l9A.prog
001, READY, N/A, 0000052921, 0000055977, workload/l9A.prog
001, RUNNING, USER, 0000055977, 0000056027, workload/l9A.prog
001, READY, N/A, 0000056027, 0000056031, workload/l9A.prog
001, RUNNING, USER, 0000056031, 0000056045, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000056045, 0000056049, workload/l9A.prog
001, WAITING, N/A, 0000056049, 0000056080, workload/l9A.prog
001, READY, N/A, 0000056080, 0000060068, workload/l9A.prog
001, RUNNING, USER, 0000060068, 0000060118, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000060118, 0000060122, workload/l9A.prog
001, WAITING, N/A, 0000060122, 0000060203, workload/l9A.prog
001, READY, N/A, 0000060203, 0000064573, workload/l9A.prog
001, RUNNING, USER, 0000064573, 0000064597, workload/l9A.prog
001, READY, N/A, 0000064597, 0000064601, workload/l9A.prog
001, RUNNING, USER, 0000064601, 0000064779, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000064779, 0000064783, workload/l9A.prog
001, WAITING, N/A, 0000064783, 0000064811, workload/l9A.prog
001, READY, N/A, 0000064811, 0000069357, workload/l9A.prog
001, RUNNING, USER, 0000069357, 0000069388, workload/l9A.prog
001, READY, N/A, 0000069388, 0000069392, workload/l9A.prog
001, RUNNING, USER, 0000069392, 0000069411, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000069411, 0000069415, workload/l9A.prog
001, WAITING, N/A, 0000069415, 0000069484, workload/l9A.prog
001, READY, N/A, 0000069484, 0000073760, workload/l9A.prog
001, RUNNING, USER, 0000073760, 0000073771, workload/l9A.prog
001, READY, N/A, 0000073771, 0000073775, workload/l9A.prog
001, RUNNING, USER, 0000073775, 0000073820, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000073820, 0000073824, workload/l9A.prog
001, WAITING, N/A, 0000073824, 0000073882, workload/l9A.prog
001, READY, N/A, 0000073882, 0000077857, workload/l9A.prog
001, RUNNING, USER, 0000077857, 0000077863, workload/l9A.prog
001, READY, N/A, 0000077863, 0000077867, workload/l9A.prog
001, RUNNING, USER, 0000077867, 0000077941, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000077941, 0000077945, workload/l9A.prog
001, WAITING, N/A, 0000077945, 0000077998, workload/l9A.prog
001, READY, N/A, 0000077998, 0000081961, workload/l9A.prog
001, RUNNING, USER, 0000081961, 0000082001, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000082001, 0000082005, workload/l9A.prog
001, WAITING, N/A, 0000082005, 0000082072, workload/l9A.prog
001, READY, N/A, 0000082072, 0000086318, workload/l9A.prog
001, RUNNING, USER, 0000086318, 0000086362, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000086362, 0000086366, workload/l9A.prog
001, WAITING, N/A, 0000086366, 0000086432, workload/l9A.prog
001, READY, N/A, 0000086432, 0000090054, workload/l9A.prog
001, RUNNING, USER, 0000090054, 0000090108, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000090108, 0000090112, workload/l9A.prog
001, WAITING, N/A, 0000090112, 0000090155, workload/l9A.prog
001, READY, N/A, 0000090155, 0000093782, workload/l9A.prog
001, RUNNING, USER, 0000093782, 0000093811, workload/l9A.prog
001, READY, N/A, 0000093811, 0000093815, workload/l9A.prog
001, RUNNING, USER, 0000093815, 0000093821, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000093821, 0000093825, workload/l9A.prog
001, WAITING, N/A, 0000093825, 0000093924, workload/l9A.prog
001, READY, N/A, 0000093924, 0000099168, workload/l9A.prog
001, RUNNING, USER, 0000099168, 0000099201, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000099201, 0000099205, workload/l9A.prog
001, WAITING, N/A, 0000099205, 0000099264, workload/l9A.prog
001, READY, N/A, 0000099264, 0000103359, workload/l9A.prog
001, RUNNING, USER, 0000103359, 0000103398, workload/l9A.prog
001, READY, N/A, 0000103398, 0000103402, workload/l9A.prog
001, RUNNING, USER, 0000103402, 0000103403, workload/l9A.prog
001, RUNNING, SUPERVISOR, 0000103403, 0000103407, workload/l9A.prog
001, WAITING, N/A, 0000103407, 0000103507, workload/l9A.prog
001, READY, N/A, 0000103507, 0000107188, workload/l9A.prog
001, RUNNING, USER, 0000107188, 0000107198, workload/l9A.prog
001, READY, N/A, 0000107198, 0000107202, workload/l9A.prog
001, RUNNING, USER, 0000107202, 0000107225, workload/l9A.prog
